UNOME,QTDE,PERC
BRETAS,32,0.0050
GUALBERTO,32,0.0050
AMAZONAS,32,0.0050
SASAKI,32,0.0050
VIRGENS,32,0.0050
TARGINO,32,0.0050
BAUER,31,0.0048
BARRADAS,31,0.0048
FONTENELLE,31,0.0048
MARIANI,31,0.0048
GRANJA,31,0.0048
PRUDENTE,31,0.0048
BORTOLINI,31,0.0048
LAMEIRA,31,0.0048
FALEIRO,31,0.0048
QUINTINO,31,0.0048
SEVERIANO,31,0.0048
CARPES,31,0.0048
GANDRA,31,0.0048
MALUF,31,0.0048
MIRA,31,0.0048
JOAO,31,0.0048
RAMIRO,31,0.0048
MAUES,31,0.0048
JUNG,30,0.0046
DUMONT,30,0.0046
MEURER,30,0.0046
VAL,30,0.0046
PEDROZO,30,0.0046
KOBAYASHI,30,0.0046
KELLER,30,0.0046
BONA,30,0.0046
FARINA,30,0.0046
SPERANDIO,30,0.0046
SCHROEDER,30,0.0046
PIEDADE,30,0.0046
FAJARDO,30,0.0046
HUBNER,30,0.0046
AVELLAR,30,0.0046
PICCOLI,30,0.0046
SOEIRO,30,0.0046
ANACLETO,30,0.0046
GIMENEZ,30,0.0046
VAZQUEZ,30,0.0046
RODOVALHO,30,0.0046
CORTE,30,0.0046
BALTAZAR,30,0.0046
FELIPPE,30,0.0046
JAVAE,30,0.0046
SANTI,30,0.0046
DAMIAO,30,0.0046
TABOSA,30,0.0046
LEONARDO,30,0.0046
WERNER,30,0.0046
LOSS,30,0.0046
BALIEIRO,30,0.0046
CALIL,30,0.0046
LUNARDI,30,0.0046
PLACIDO,29,0.0045
AGUIRRE,29,0.0045
BUSTAMANTE,29,0.0045
YOSHIDA,29,0.0045
LAMOUNIER,29,0.0045
FAVARO,29,0.0045
AMORAS,29,0.0045
CABREIRA,29,0.0045
GALHARDO,29,0.0045
PELEGRINI,29,0.0045
RIVERO,29,0.0045
MORETTO,29,0.0045
VIVEIROS,29,0.0045
RONDON,29,0.0045
RITA,29,0.0045
BONETTI,29,0.0045
THOMAS,29,0.0045
LOCATELLI,29,0.0045
CIDADE,29,0.0045
BORDIN,29,0.0045
FRANCELINO,29,0.0045
PELLEGRINI,29,0.0045
BONATTO,29,0.0045
COLLARES,29,0.0045
AMANAJAS,29,0.0045
ISHIKAWA,29,0.0045
OSHIRO,29,0.0045
OTERO,29,0.0045
MENEGHETTI,29,0.0045
WEISS,29,0.0045
FRIAS,29,0.0045
CHACON,28,0.0043
BORTOLI,28,0.0043
LORENZO,28,0.0043
BREDA,28,0.0043
BUSS,28,0.0043
VINHAS,28,0.0043
ALCOFORADO,28,0.0043
ENDO,28,0.0043
ABE,28,0.0043
JIMENEZ,28,0.0043
MAURO,28,0.0043
NINA,28,0.0043
CORDOVA,28,0.0043
BALDEZ,28,0.0043
MUNOZ,28,0.0043
BENDER,28,0.0043
CASTELO,28,0.0043
CARREIRA,28,0.0043
RAULINO,28,0.0043
MARTINHO,28,0.0043
PAREDES,28,0.0043
LANGE,28,0.0043
VANDERLEI,28,0.0043
FORTUNA,28,0.0043
GERHARDT,28,0.0043
TOURINHO,28,0.0043
FELISBERTO,28,0.0043
TIMM,28,0.0043
ESMERALDO,28,0.0043
MOUSINHO,28,0.0043
BORDIGNON,28,0.0043
CARTAXO,28,0.0043
BELARMINO,28,0.0043
PIOVESAN,28,0.0043
NAZARE,28,0.0043
VENDRUSCOLO,28,0.0043
BERGAMO,27,0.0042
GRANDE,27,0.0042
ROSENDO,27,0.0042
FIORI,27,0.0042
DALCIN,27,0.0042
VILANOVA,27,0.0042
CARRASCO,27,0.0042
UEHARA,27,0.0042
PUPO,27,0.0042
BERTOLDO,27,0.0042
FIRMO,27,0.0042
CRAVEIRO,27,0.0042
AMADOR,27,0.0042
BOFF,27,0.0042
ALTOE,27,0.0042
QUINTELA,27,0.0042
POLICARPO,27,0.0042
BERTOLINI,27,0.0042
STEFANELLO,27,0.0042
MENDOZA,27,0.0042
FABRIS,27,0.0042
JANSEN,27,0.0042
DALMOLIN,27,0.0042
WELTER,27,0.0042
LUDWIG,27,0.0042
CACERES,27,0.0042
CEZARIO,27,0.0042
SENRA,27,0.0042
CAMBRAIA,27,0.0042
VOLPATO,27,0.0042
CARRARO,27,0.0042
NORA,27,0.0042
FIGUEIRO,27,0.0042
ALBANO,27,0.0042
CLAUDIO,27,0.0042
CIRQUEIRA,27,0.0042
LYRIO,27,0.0042
MILITAO,27,0.0042
ORNELLAS,26,0.0040
BONATO,26,0.0040
ABUD,26,0.0040
LUCA,26,0.0040
CRISOSTOMO,26,0.0040
TRIGO,26,0.0040
SOTO,26,0.0040
ROCCO,26,0.0040
SALIM,26,0.0040
ANDREOLI,26,0.0040
MEZZOMO,26,0.0040
BARACHO,26,0.0040
VITORIO,26,0.0040
TOSCANO,26,0.0040
OLIMPIO,26,0.0040
SANTINI,26,0.0040
FERES,26,0.0040
ZIMMER,26,0.0040
DAVI,26,0.0040
GARCES,26,0.0040
LANZA,26,0.0040
MICHEL,26,0.0040
BAGGIO,26,0.0040
IGLESIAS,26,0.0040
BERGMANN,26,0.0040
SEREJO,26,0.0040
KRAHO,26,0.0040
CARUSO,26,0.0040
LEDO,26,0.0040
SATURNINO,26,0.0040
PRUDENCIO,26,0.0040
SORIANO,26,0.0040
VILLACA,26,0.0040
FERRER,26,0.0040
CECILIO,26,0.0040
COSME,26,0.0040
CRAVO,26,0.0040
DURAN,26,0.0040
CID,26,0.0040
VIRGINIO,26,0.0040
ADORNO,26,0.0040
CASADO,26,0.0040
MATOSO,25,0.0039
FUCHS,25,0.0039
PICOLI,25,0.0039
DAMASCENA,25,0.0039
LEVY,25,0.0039
MURAKAMI,25,0.0039
GIACOMELLI,25,0.0039
COGO,25,0.0039
BRIGIDA,25,0.0039
MURAD,25,0.0039
ONO,25,0.0039
LIRIO,25,0.0039
BAYER,25,0.0039
BARTH,25,0.0039
SUCUPIRA,25,0.0039
SCHIRMER,25,0.0039
CASTANHO,25,0.0039
BARBARA,25,0.0039
TONIN,25,0.0039
SETUBAL,25,0.0039
MICHELS,25,0.0039
JULIANO,25,0.0039
DAMASO,25,0.0039
PERALTA,25,0.0039
GONSALVES,25,0.0039
BRANT,25,0.0039
BRONDANI,25,0.0039
TONON,25,0.0039
GRANDO,25,0.0039
CAPISTRANO,25,0.0039
CAMILLO,25,0.0039
RICCI,25,0.0039
PACIFICO,25,0.0039
SAKAMOTO,25,0.0039
WESTPHAL,25,0.0039
SIMPLICIO,25,0.0039
HECK,25,0.0039
AREAS,24,0.0037
VASQUEZ,24,0.0037
KOGA,24,0.0037
GOBBI,24,0.0037
MACIEIRA,24,0.0037
CATARINO,24,0.0037
PARRA,24,0.0037
KOCH,24,0.0037
TEDESCO,24,0.0037
BADARO,24,0.0037
GIACOMINI,24,0.0037
PANTALEAO,24,0.0037
EUZEBIO,24,0.0037
JULIAO,24,0.0037
ORLANDI,24,0.0037
CARMONA,24,0.0037
LORENZONI,24,0.0037
EMIDIO,24,0.0037
KAYAPO,24,0.0037
ARARIPE,24,0.0037
CANTUARIA,24,0.0037
BRAZAO,24,0.0037
BENITEZ,24,0.0037
DIONISIO,24,0.0037
BELMONTE,24,0.0037
SANDRI,24,0.0037
RAMBO,24,0.0037
CARVALHAL,24,0.0037
ROMANI,24,0.0037
LEONCIO,24,0.0037
ROTTA,24,0.0037
PEGO,24,0.0037
VIVAS,24,0.0037
PEDRA,24,0.0037
ROGERIO,24,0.0037
PENIDO,24,0.0037
ROSSINI,24,0.0037
GRECO,24,0.0037
BALDO,24,0.0037
DOREA,24,0.0037
CRISTINO,24,0.0037
RIZZI,24,0.0037
GIORDANI,24,0.0037
OZORIO,24,0.0037
PERON,24,0.0037
DIVINO,24,0.0037
TOMAS,24,0.0037
MARCHETTI,24,0.0037
BELFORT,24,0.0037
BENEDETTI,23,0.0036
MORORO,23,0.0036
VILLA,23,0.0036
SUASSUNA,23,0.0036
KAMINSKI,23,0.0036
MOULIN,23,0.0036
POZZOBON,23,0.0036
LEE,23,0.0036
VALERIANO,23,0.0036
BRINGEL,23,0.0036
INOCENCIO,23,0.0036
TRENTIN,23,0.0036
COUCEIRO,23,0.0036
LOVATO,23,0.0036
VASCO,23,0.0036
ALBERTI,23,0.0036
MARTINIANO,23,0.0036
LAZZAROTTO,23,0.0036
DAMASIO,23,0.0036
RAIOL,23,0.0036
PEGORARO,23,0.0036
BALTAR,23,0.0036
II,23,0.0036
SAAD,23,0.0036
BALDISSERA,23,0.0036
HERINGER,23,0.0036
ANCHIETA,23,0.0036
FIGUEIROA,23,0.0036
RICARTE,23,0.0036
GUARNIERI,23,0.0036
ARGENTA,23,0.0036
FLEXA,23,0.0036
JAQUES,23,0.0036
PITTA,23,0.0036
FONTE,23,0.0036
GOULARTE,23,0.0036
BAETA,23,0.0036
MORA,23,0.0036
MINEIRO,23,0.0036
JALES,23,0.0036
ALBRECHT,23,0.0036
ESTRADA,23,0.0036
JUNGES,23,0.0036
MANCINI,23,0.0036
BRITES,23,0.0036
CALEGARI,23,0.0036
SPINOLA,23,0.0036
FREIRES,23,0.0036
MOCELIN,23,0.0036
MENDEZ,23,0.0036
GENEROSO,23,0.0036
ROMA,23,0.0036
FLACH,23,0.0036
ROMAN,23,0.0036
GERVASIO,23,0.0036
SARTOR,23,0.0036
JUSTI,23,0.0036
ROMUALDO,23,0.0036
GUIA,22,0.0034
HANSEN,22,0.0034
BUARQUE,22,0.0034
MAGRO,22,0.0034
ARANDA,22,0.0034
PERIM,22,0.0034
WERLANG,22,0.0034
TABORDA,22,0.0034
MATTE,22,0.0034
ANICETO,22,0.0034
CANELA,22,0.0034
BERGAMINI,22,0.0034
RIGHI,22,0.0034
SCOPEL,22,0.0034
LAUREANO,22,0.0034
ACIOLI,22,0.0034
STEFANI,22,0.0034
SCHWARZ,22,0.0034
CARNAUBA,22,0.0034
BENJAMIN,22,0.0034
DEMETRIO,22,0.0034
COPETTI,22,0.0034
VALENTINI,22,0.0034
SIEBRA,22,0.0034
MILLER,22,0.0034
CASIMIRO,22,0.0034
GONCALO,22,0.0034
SCHUCK,22,0.0034
PERINI,22,0.0034
GIUSTI,22,0.0034
SORDI,22,0.0034
CASSIMIRO,22,0.0034
FRIEDRICH,22,0.0034
NAKAYAMA,22,0.0034
GUARDA,22,0.0034
BRANQUINHO,22,0.0034
EIRAS,22,0.0034
IKEDA,22,0.0034
JATOBA,22,0.0034
TOBIAS,22,0.0034
TIAGO,22,0.0034
SCHUCH,22,0.0034
PUREZA,22,0.0034
BASSANI,22,0.0034
EVARISTO,22,0.0034
BASSI,22,0.0034
ANDREA,22,0.0034
MARCHESAN,21,0.0033
CALLADO,21,0.0033
FELTRIN,21,0.0033
BACELLAR,21,0.0033
DIB,21,0.0033
BURGOS,21,0.0033
VELOZO,21,0.0033
MAGNANI,21,0.0033
DOMICIANO,21,0.0033
FAUSTO,21,0.0033
MOLINARI,21,0.0033
RAUBER,21,0.0033
OJEDA,21,0.0033
LADEIA,21,0.0033
NASSER,21,0.0033
ANDRADA,21,0.0033
GOVEIA,21,0.0033
PAGANI,21,0.0033
DAMBROS,21,0.0033
NARCISO,21,0.0033
MOITA,21,0.0033
REICHERT,21,0.0033
ROSSONI,21,0.0033
INOUE,21,0.0033
LIVRAMENTO,21,0.0033
TEOTONIO,21,0.0033
TEOFILO,21,0.0033
SOLANO,21,0.0033
BALDUINO,21,0.0033
SILVINO,21,0.0033
BISSOLI,21,0.0033
LANNA,21,0.0033
SCHRAMM,21,0.0033
NAVA,21,0.0033
PAULI,21,0.0033
GASPARINI,21,0.0033
EMERICK,21,0.0033
SAAVEDRA,21,0.0033
MARQUEZ,21,0.0033
ALFAIA,21,0.0033
KALIL,21,0.0033
BRAZIL,21,0.0033
ALBA,21,0.0033
BORTOLUZZI,21,0.0033
BORBOREMA,21,0.0033
CARVALHAES,21,0.0033
MONCAO,21,0.0033
CARRILHO,21,0.0033
ANGELIM,21,0.0033
CANAL,21,0.0033
PORDEUS,21,0.0033
NAKANO,21,0.0033
O,21,0.0033
FRANTZ,21,0.0033
HOMEM,21,0.0033
CANGUSSU,21,0.0033
PALUDO,21,0.0033
TONELLI,21,0.0033
DURAO,21,0.0033
VIOLA,21,0.0033
ERTHAL,21,0.0033
FALEIROS,21,0.0033
ABRANCHES,21,0.0033
PRACA,21,0.0033
LEOPOLDINO,21,0.0033
VERCOSA,21,0.0033
ALELUIA,21,0.0033
CESTARI,21,0.0033
MARCO,21,0.0033
SERGIO,20,0.0031
OTONI,20,0.0031
TONETTO,20,0.0031
PONCE,20,0.0031
CARRARA,20,0.0031
MERGULHAO,20,0.0031
BARAUNA,20,0.0031
MATTAR,20,0.0031
QUINTAS,20,0.0031
COQUEIRO,20,0.0031
BALBINOT,20,0.0031
NAPOLEAO,20,0.0031
BONI,20,0.0031
BACK,20,0.0031
WANZELER,20,0.0031
FLECK,20,0.0031
PALHANO,20,0.0031
PRETTO,20,0.0031
MOITINHO,20,0.0031
CATAO,20,0.0031
RUSCHEL,20,0.0031
MORESCO,20,0.0031
PALMIERI,20,0.0031
MADEIRO,20,0.0031
LUFT,20,0.0031
NAGATA,20,0.0031
KUNZ,20,0.0031
CALIMAN,20,0.0031
CATUNDA,20,0.0031
JACINTHO,20,0.0031
TURRA,20,0.0031
STEFFENS,20,0.0031
GRASSI,20,0.0031
NACIF,20,0.0031
ELLER,20,0.0031
CORDOVIL,20,0.0031
PORCIUNCULA,20,0.0031
ISSA,20,0.0031
KAISER,20,0.0031
GIORDANO,20,0.0031
ROSSETTI,20,0.0031
SCHETTINO,20,0.0031
NATAL,20,0.0031
CAPUTO,20,0.0031
AURELIANO,20,0.0031
CENTENO,20,0.0031
HONDA,20,0.0031
CEOLIN,20,0.0031
CORSO,20,0.0031
VARJAO,20,0.0031
BARRIOS,20,0.0031
GOMIDES,20,0.0031
COMIN,20,0.0031
LAMARAO,20,0.0031
DIONIZIO,20,0.0031
ZANOTTO,20,0.0031
MUSSI,20,0.0031
ASEVEDO,20,0.0031
PETERS,20,0.0031
ANANIAS,20,0.0031
BRANDT,20,0.0031
FEIO,20,0.0031
HURTADO,20,0.0031
ZAMPIERI,20,0.0031
ZANIN,20,0.0031
CHAVEZ,20,0.0031
YAMAGUCHI,20,0.0031
MOSER,20,0.0031
ANGELI,20,0.0031
OTTO,20,0.0031
MAYRINK,19,0.0029
BERGAMASCHI,19,0.0029
FURLANETTO,19,0.0029
KUSTER,19,0.0029
POLO,19,0.0029
SIMONETTI,19,0.0029
MOL,19,0.0029
FERRARO,19,0.0029
BAIAO,19,0.0029
LODI,19,0.0029
PASTANA,19,0.0029
FRANCESCHINI,19,0.0029
DIEHL,19,0.0029
VERSIANI,19,0.0029
PETERSEN,19,0.0029
CAVALLI,19,0.0029
ELOY,19,0.0029
QUINTELLA,19,0.0029
FIDELES,19,0.0029
WINTER,19,0.0029
SETTE,19,0.0029
FIDALGO,19,0.0029
DRESCH,19,0.0029
LORENZI,19,0.0029
FUJII,19,0.0029
CARRICO,19,0.0029
IZIDORO,19,0.0029
ANTONELLI,19,0.0029
MASSON,19,0.0029
SILVANO,19,0.0029
HEREDIA,19,0.0029
CHRISTO,19,0.0029
TUPINAMBA,19,0.0029
MOLIN,19,0.0029
BEDIN,19,0.0029
GROSS,19,0.0029
SENGER,19,0.0029
PARAISO,19,0.0029
VOGEL,19,0.0029
CALVO,19,0.0029
BACKES,19,0.0029
PINO,19,0.0029
PALERMO,19,0.0029
PEDRINI,19,0.0029
LAZZARI,19,0.0029
MOISES,19,0.0029
VERGARA,19,0.0029
BULCAO,19,0.0029
HARA,19,0.0029
CASANOVA,19,0.0029
POLETTO,19,0.0029
SCHEID,19,0.0029
VERA,19,0.0029
HAHN,19,0.0029
GATTO,19,0.0029
HIPOLITO,19,0.0029
EGITO,19,0.0029
FRONZA,19,0.0029
GEMAQUE,19,0.0029
SASSO,19,0.0029
ROTH,19,0.0029
SANDER,19,0.0029
RUBIO,19,0.0029
SARGES,19,0.0029
PENEDO,19,0.0029
SENE,19,0.0029
CASALI,19,0.0029
MONTANHA,19,0.0029
LANG,19,0.0029
FAVA,19,0.0029
UEDA,19,0.0029
DURIGON,19,0.0029
POUBEL,19,0.0029
BEVILACQUA,19,0.0029
MASCHIO,18,0.0028
FUJIMOTO,18,0.0028
VIDEIRA,18,0.0028
MONTAGNER,18,0.0028
ZENI,18,0.0028
SIMEAO,18,0.0028
QUERINO,18,0.0028
SHINZATO,18,0.0028
GUIDA,18,0.0028
PASSAMANI,18,0.0028
MANICA,18,0.0028
MINUZZI,18,0.0028
PRIETO,18,0.0028
FELIZARDO,18,0.0028
FANTIN,18,0.0028
CERVO,18,0.0028
NAKAO,18,0.0028
GALIZA,18,0.0028
SUZART,18,0.0028
ULIANA,18,0.0028
GALLI,18,0.0028
RAUPP,18,0.0028
BOSCO,18,0.0028
SAID,18,0.0028
MANO,18,0.0028
RIO,18,0.0028
GRANATO,18,0.0028
FORTALEZA,18,0.0028
ALECRIM,18,0.0028
ASSAD,18,0.0028
CIRNE,18,0.0028
EMILIANO,18,0.0028
AITA,18,0.0028
RUBIM,18,0.0028
COLACO,18,0.0028
MAIO,18,0.0028
VENCESLAU,18,0.0028
FABRI,18,0.0028
LONDERO,18,0.0028
HIRANO,18,0.0028
APARECIDO,18,0.0028
SAUER,18,0.0028
ADAMI,18,0.0028
JULIANI,18,0.0028
BITTAR,18,0.0028
LAIA,18,0.0028
SEIDEL,18,0.0028
HASHIMOTO,18,0.0028
CONSTANCIO,18,0.0028
GULARTE,18,0.0028
BENIGNO,18,0.0028
UMBELINO,18,0.0028
BOHRER,18,0.0028
CASARIN,18,0.0028
FIORINI,18,0.0028
MAXIMIANO,18,0.0028
SOMBRA,18,0.0028
SCHIAVON,18,0.0028
ROOS,18,0.0028
FARO,18,0.0028
DURANS,18,0.0028
YOKOYAMA,18,0.0028
RENNO,18,0.0028
GAIO,18,0.0028
RIVERA,18,0.0028
NANTES,18,0.0028
MARREIROS,18,0.0028
MALAFAIA,18,0.0028
KREMER,18,0.0028
LELLIS,18,0.0028
MAGNAGO,18,0.0028
LANNES,18,0.0028
CAROLINO,18,0.0028
MERLO,18,0.0028
SCHAEFER,18,0.0028
FLAUSINO,18,0.0028
TAQUES,18,0.0028
PAVANI,18,0.0028
MATSUDA,18,0.0028
PETRI,18,0.0028
AREND,18,0.0028
OKAMOTO,18,0.0028
SOTERO,18,0.0028
MARANGONI,18,0.0028
PASTORE,18,0.0028
PAPA,18,0.0028
FARAH,18,0.0028
ROCKENBACH,18,0.0028
SCHREIBER,17,0.0026
SECCO,17,0.0026
BLANK,17,0.0026
MADURO,17,0.0026
DURANTE,17,0.0026
AREDES,17,0.0026
SOSA,17,0.0026
FREITAG,17,0.0026
BERTON,17,0.0026
LELES,17,0.0026
ZANETTE,17,0.0026
ALEGRE,17,0.0026
KUBOTA,17,0.0026
MURARO,17,0.0026
TAMAYO,17,0.0026
NEDER,17,0.0026
LEOPOLDO,17,0.0026
MANGABEIRA,17,0.0026
CIPRIANI,17,0.0026
COSENZA,17,0.0026
ROSALES,17,0.0026
FRIGO,17,0.0026
ZONTA,17,0.0026
MELGACO,17,0.0026
TAKEDA,17,0.0026
FLORINDO,17,0.0026
CURVELLO,17,0.0026
SHIMIZU,17,0.0026
FRANCHI,17,0.0026
ARNAUD,17,0.0026
VALLIM,17,0.0026
HERRMANN,17,0.0026
MORITZ,17,0.0026
WITT,17,0.0026
BRABO,17,0.0026
LUNKES,17,0.0026
HERMES,17,0.0026
BORIN,17,0.0026
LEONE,17,0.0026
ISIDORO,17,0.0026
VINAGRE,17,0.0026
ODA,17,0.0026
VICTORINO,17,0.0026
NOAL,17,0.0026
GASPARETTO,17,0.0026
AROUCHA,17,0.0026
PURIFICACAO,17,0.0026
VALDES,17,0.0026
MANDARINO,17,0.0026
RIVAS,17,0.0026
IGREJA,17,0.0026
SCHUTZ,17,0.0026
CAIADO,17,0.0026
SCHUSTER,17,0.0026
SICILIANO,17,0.0026
MALHEIRO,17,0.0026
BRIGIDO,17,0.0026
AROUCA,17,0.0026
KARAM,17,0.0026
ANTONIOLLI,17,0.0026
VOSS,17,0.0026
APINAGE,17,0.0026
LEYVA,17,0.0026
PARISE,17,0.0026
VECCHIA,17,0.0026
IVO,17,0.0026
CALDERARO,17,0.0026
MAIER,17,0.0026
RUBIN,17,0.0026
FIRME,17,0.0026
FUENTES,17,0.0026
ANDREATTA,17,0.0026
FARACO,17,0.0026
ZAMBONI,17,0.0026
SEGATTO,17,0.0026
FROSSARD,17,0.0026
GUZMAN,17,0.0026
KERBER,17,0.0026
PERPETUO,17,0.0026
CALMON,17,0.0026
URBANO,17,0.0026
POSSAMAI,17,0.0026
MASSA,17,0.0026
PIVETTA,17,0.0026
BALTHAZAR,17,0.0026
FRANZ,17,0.0026
AVIZ,17,0.0026
ARARUNA,17,0.0026
ARIAS,17,0.0026
TONINI,17,0.0026
OGAWA,17,0.0026
LAU,17,0.0026
RONCHI,17,0.0026
FUJITA,17,0.0026
BATTISTI,17,0.0026
ESPINDULA,17,0.0026
FOLETTO,16,0.0025
KNUPP,16,0.0025
BRESOLIN,16,0.0025
MORELLI,16,0.0025
WERLE,16,0.0025
BONOMO,16,0.0025
DESTRO,16,0.0025
PITANGA,16,0.0025
NEIS,16,0.0025
NOVAK,16,0.0025
MIURA,16,0.0025
EUSTAQUIO,16,0.0025
CAMPANA,16,0.0025
LUCIA,16,0.0025
CARON,16,0.0025
COSMO,16,0.0025
CIRIACO,16,0.0025
FRANK,16,0.0025
CORIOLANO,16,0.0025
MOHR,16,0.0025
CHARAO,16,0.0025
SORTE,16,0.0025
SIMONI,16,0.0025
HASEGAWA,16,0.0025
GNOATTO,16,0.0025
BINDA,16,0.0025
SABOYA,16,0.0025
BARON,16,0.0025
BACH,16,0.0025
RUY,16,0.0025
GASPAROTTO,16,0.0025
ATAIDES,16,0.0025
MALCHER,16,0.0025
FARINHA,16,0.0025
KUNZLER,16,0.0025
FACUNDES,16,0.0025
BRUN,16,0.0025
LAZARO,16,0.0025
HERMANN,16,0.0025
MILAN,16,0.0025
GIRALDI,16,0.0025
ESPINOLA,16,0.0025
ZAMBON,16,0.0025
GEHLEN,16,0.0025
DELMONDES,16,0.0025
JAEGER,16,0.0025
RINALDI,16,0.0025
SCHEFFER,16,0.0025
MAZIERO,16,0.0025
PERRONE,16,0.0025
LEITZKE,16,0.0025
MATTEI,16,0.0025
DAMAZIO,16,0.0025
RUELA,16,0.0025
DAMAS,16,0.0025
MENEGON,16,0.0025
MONTERO,16,0.0025
ZANOTTI,16,0.0025
POLI,16,0.0025
MICHELIN,16,0.0025
MILHOMENS,16,0.0025
BIONDO,16,0.0025
PARIS,16,0.0025
INFANTE,16,0.0025
BASTO,16,0.0025
BUSATO,16,0.0025
ABIB,16,0.0025
MALDANER,16,0.0025
MARTINES,16,0.0025
CALABRIA,16,0.0025
BOTH,16,0.0025
SCHUMACHER,16,0.0025
ARCE,16,0.0025
JACO,16,0.0025
SALUM,16,0.0025
BICCA,16,0.0025
CASSEMIRO,16,0.0025
SANTAREM,16,0.0025
BAZZO,16,0.0025
ARENA,16,0.0025
LONGHI,16,0.0025
SCHRODER,16,0.0025
RIGUEIRA,16,0.0025
BICA,16,0.0025
DENARDI,16,0.0025
BERNI,16,0.0025
SCHUH,16,0.0025
BICHARA,16,0.0025
FABIANO,16,0.0025
KESSLER,16,0.0025
NADAI,16,0.0025
WENDT,16,0.0025
KOHLER,16,0.0025
ALARCAO,16,0.0025
OYAMA,16,0.0025
TOMA,16,0.0025
VAGO,16,0.0025
CANO,16,0.0025
SEIBERT,16,0.0025
VIERO,16,0.0025
ESPINOZA,16,0.0025
GAVIAO,16,0.0025
CORAL,16,0.0025
WOLF,16,0.0025
CALVET,16,0.0025
NISHIMURA,16,0.0025
GIROTTO,16,0.0025
CYPRIANO,15,0.0023
MARSON,15,0.0023
SURUI,15,0.0023
CRESTANI,15,0.0023
CREPALDI,15,0.0023
HAGE,15,0.0023
BRUSCHI,15,0.0023
ASSMANN,15,0.0023
GIGLIO,15,0.0023
YANO,15,0.0023
COSER,15,0.0023
SIMIAO,15,0.0023
MASIERO,15,0.0023
NOVELLI,15,0.0023
BERNAL,15,0.0023
AYALA,15,0.0023
LENZ,15,0.0023
CRISTALDO,15,0.0023
BRANDI,15,0.0023
MARIO,15,0.0023
ORRICO,15,0.0023
SAAB,15,0.0023
LEONARDI,15,0.0023
GRILO,15,0.0023
MARROCOS,15,0.0023
BRIAO,15,0.0023
CURSINO,15,0.0023
SANDRINI,15,0.0023
YAMASHITA,15,0.0023
BERTI,15,0.0023
CRONEMBERGER,15,0.0023
VENDRAMINI,15,0.0023
BOM,15,0.0023
TREVISOL,15,0.0023
CANDIA,15,0.0023
EUFRASIO,15,0.0023
SPECHT,15,0.0023
CAVALIERI,15,0.0023
LOVATTO,15,0.0023
ERICEIRA,15,0.0023
TANURE,15,0.0023
NORMANDO,15,0.0023
DENARDIN,15,0.0023
SERAFINI,15,0.0023
BAU,15,0.0023
MORITA,15,0.0023
RIGONI,15,0.0023
KASPER,15,0.0023
JOHN,15,0.0023
NIEDERAUER,15,0.0023
PUGLIA,15,0.0023
PARDO,15,0.0023
WEISSHEIMER,15,0.0023
FLORA,15,0.0023
CARDIA,15,0.0023
BOHN,15,0.0023
REGES,15,0.0023
SCHENKEL,15,0.0023
KIM,15,0.0023
GASPARIN,15,0.0023
STARLING,15,0.0023
BELISARIO,15,0.0023
SHIMADA,15,0.0023
SCHWARTZ,15,0.0023
TASCA,15,0.0023
PARIZOTTO,15,0.0023
EVERTON,15,0.0023
TASCHETTO,15,0.0023
VITA,15,0.0023
IBRAHIM,15,0.0023
BONIN,15,0.0023
GARBIN,15,0.0023
MICHELON,15,0.0023
KANASHIRO,15,0.0023
AKAMINE,15,0.0023
NASSAR,15,0.0023
PANIAGO,15,0.0023
BONILHA,15,0.0023
LORDELLO,15,0.0023
TIMBO,15,0.0023
CAVA,15,0.0023
MATSUNAGA,15,0.0023
VITORIANO,15,0.0023
LORETO,15,0.0023
PELISSARI,15,0.0023
MATSUBARA,15,0.0023
TATSCH,15,0.0023
LINCK,15,0.0023
CALDERON,15,0.0023
OKADA,15,0.0023
MAGRI,15,0.0023
TAKANO,15,0.0023
ANGELIS,15,0.0023
KONZEN,15,0.0023
PEPE,15,0.0023
ROMANELLI,15,0.0023
FONTINELE,15,0.0023
BOGEA,15,0.0023
HARADA,15,0.0023
KONDO,15,0.0023
ESPINOSA,15,0.0023
PALACIOS,15,0.0023
MENON,15,0.0023
AMORA,15,0.0023
AMATO,15,0.0023
CANTARELLI,15,0.0023
BAVARESCO,15,0.0023
ESPERANCA,15,0.0023
ALKMIM,15,0.0023
GABARDO,15,0.0023
VIVIAN,15,0.0023
PRETTI,15,0.0023
KOEHLER,15,0.0023
TONI,15,0.0023
CECCON,15,0.0023
TERTO,15,0.0023
LUTZ,15,0.0023
THOMPSON,15,0.0023
MANZAN,15,0.0023
TENHARIN,15,0.0023
VICTORIA,15,0.0023
PASA,15,0.0023
SEQUEIRA,15,0.0023
ESTACIO,15,0.0023
MAY,15,0.0023
BONOTTO,14,0.0022
STRAPASSON,14,0.0022
MARANGON,14,0.0022
JOHANN,14,0.0022
JANNUZZI,14,0.0022
DAMIANI,14,0.0022
CECHIN,14,0.0022
HOLLANDA,14,0.0022
SALIBA,14,0.0022
ALENCASTRO,14,0.0022
BIZERRA,14,0.0022
GAMEIRO,14,0.0022
PETRUCCI,14,0.0022
NAZARENO,14,0.0022
FADEL,14,0.0022
MIZIARA,14,0.0022
ULHOA,14,0.0022
BAZILIO,14,0.0022
GUEIROS,14,0.0022
CAMPANHA,14,0.0022
