UNOME,QTDE,PERC,PAIS,LETRAS,REV,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15
BONFIM,19,0.0297,,6,MIFNOB,M,I,F,N,O,B,,,,,,,,,,
BESSA,19,0.0297,,5,ASSEB,A,S,S,E,B,,,,,,,,,,,
GOUVEA,19,0.0297,,6,AEVUOG,A,E,V,U,O,G,,,,,,,,,,
MATIAS,19,0.0297,,6,SAITAM,S,A,I,T,A,M,,,,,,,,,,
PENA,18,0.0282,,4,ANEP,A,N,E,P,,,,,,,,,,,,
CARDOZO,18,0.0282,,7,OZODRAC,O,Z,O,D,R,A,C,,,,,,,,,
MARIA,18,0.0282,,5,AIRAM,A,I,R,A,M,,,,,,,,,,,
MOURAO,18,0.0282,,6,OARUOM,O,A,R,U,O,M,,,,,,,,,,
LAGO,18,0.0282,,4,OGAL,O,G,A,L,,,,,,,,,,,,
NORONHA,18,0.0282,,7,AHNORON,A,H,N,O,R,O,N,,,,,,,,,
CUSTODIO,18,0.0282,,8,OIDOTSUC,O,I,D,O,T,S,U,C,,,,,,,,
MONTE,18,0.0282,,5,ETNOM,E,T,N,O,M,,,,,,,,,,,
NOVAIS,18,0.0282,,6,SIAVON,S,I,A,V,O,N,,,,,,,,,,
HENRIQUE,17,0.0266,,8,EUQIRNEH,E,U,Q,I,R,N,E,H,,,,,,,,
SODRE,17,0.0266,,5,ERDOS,E,R,D,O,S,,,,,,,,,,,
MEIRELES,17,0.0266,,8,SELERIEM,S,E,L,E,R,I,E,M,,,,,,,,
MULLER,17,0.0266,DE,6,RELLUM,R,E,L,L,U,M,,,,,,,,,,
MARANHAO,17,0.0266,,8,OAHNARAM,O,A,H,N,A,R,A,M,,,,,,,,
CASTILHO,17,0.0266,,8,OHLITSAC,O,H,L,I,T,S,A,C,,,,,,,,
LUNA,17,0.0266,,4,ANUL,A,N,U,L,,,,,,,,,,,,
SCHNEIDER,17,0.0266,,9,REDIENHCS,R,E,D,I,E,N,H,C,S,,,,,,,
ARANHA,17,0.0266,,6,AHNARA,A,H,N,A,R,A,,,,,,,,,,
SOBRAL,17,0.0266,,6,LARBOS,L,A,R,B,O,S,,,,,,,,,,
GODINHO,17,0.0266,,7,OHNIDOG,O,H,N,I,D,O,G,,,,,,,,,
WANDERLEY,17,0.0266,,9,YELREDNAW,Y,E,L,R,E,D,N,A,W,,,,,,,
ANTONIO,16,0.0250,,7,OINOTNA,O,I,N,O,T,N,A,,,,,,,,,
MATA,16,0.0250,,4,ATAM,A,T,A,M,,,,,,,,,,,,
FERRO,16,0.0250,,5,ORREF,O,R,R,E,F,,,,,,,,,,,
ABRANTES,16,0.0250,,8,SETNARBA,S,E,T,N,A,R,B,A,,,,,,,,
FAUSTINO,16,0.0250,,8,ONITSUAF,O,N,I,T,S,U,A,F,,,,,,,,
MADEIRA,16,0.0250,,7,ARIEDAM,A,R,I,E,D,A,M,,,,,,,,,
LAGE,16,0.0250,,4,EGAL,E,G,A,L,,,,,,,,,,,,
FONTOURA,16,0.0250,,8,ARUOTNOF,A,R,U,O,T,N,O,F,,,,,,,,
GONDIM,16,0.0250,,6,MIDNOG,M,I,D,N,O,G,,,,,,,,,,
MARIANO,16,0.0250,,7,ONAIRAM,O,N,A,I,R,A,M,,,,,,,,,
FLORENCIO,15,0.0235,,9,OICNEROLF,O,I,C,N,E,R,O,L,F,,,,,,,
GADELHA,15,0.0235,,7,AHLEDAG,A,H,L,E,D,A,G,,,,,,,,,
AIRES,15,0.0235,,5,SERIA,S,E,R,I,A,,,,,,,,,,,
PRATES,15,0.0235,,6,SETARP,S,E,T,A,R,P,,,,,,,,,,
SIMAO,15,0.0235,,5,OAMIS,O,A,M,I,S,,,,,,,,,,,
AMARO,15,0.0235,,5,ORAMA,O,R,A,M,A,,,,,,,,,,,
ROSSI,15,0.0235,,5,ISSOR,I,S,S,O,R,,,,,,,,,,,
RAPOSO,15,0.0235,,6,OSOPAR,O,S,O,P,A,R,,,,,,,,,,
ELIAS,15,0.0235,,5,SAILE,S,A,I,L,E,,,,,,,,,,,
ROLIM,15,0.0235,,5,MILOR,M,I,L,O,R,,,,,,,,,,,
BECKER,15,0.0235,,6,REKCEB,R,E,K,C,E,B,,,,,,,,,,
HENRIQUES,15,0.0235,,9,SEUQIRNEH,S,E,U,Q,I,R,N,E,H,,,,,,,
MIGUEL,14,0.0219,,6,LEUGIM,L,E,U,G,I,M,,,,,,,,,,
GONTIJO,14,0.0219,,7,OJITNOG,O,J,I,T,N,O,G,,,,,,,,,
FORTES,14,0.0219,,6,SETROF,S,E,T,R,O,F,,,,,,,,,,
TERRA,14,0.0219,,5,ARRET,A,R,R,E,T,,,,,,,,,,,
FERRARI,14,0.0219,,7,IRARREF,I,R,A,R,R,E,F,,,,,,,,,
DAVID,14,0.0219,,5,DIVAD,D,I,V,A,D,,,,,,,,,,,
SALVADOR,14,0.0219,,8,RODAVLAS,R,O,D,A,V,L,A,S,,,,,,,,
MONTENEGRO,14,0.0219,,10,ORGENETNOM,O,R,G,E,N,E,T,N,O,M,,,,,,
TELLES,14,0.0219,,6,SELLET,S,E,L,L,E,T,,,,,,,,,,
GODOY,14,0.0219,,5,YODOG,Y,O,D,O,G,,,,,,,,,,,
JOSE,14,0.0219,,4,ESOJ,E,S,O,J,,,,,,,,,,,,
PAULINO,14,0.0219,,7,ONILUAP,O,N,I,L,U,A,P,,,,,,,,,
GONZALEZ,14,0.0219,ES,8,ZELAZNOG,Z,E,L,A,Z,N,O,G,,,,,,,,
SEIXAS,14,0.0219,,6,SAXIES,S,A,X,I,E,S,,,,,,,,,,
SERPA,14,0.0219,,5,APRES,A,P,R,E,S,,,,,,,,,,,
VICENTE,13,0.0203,,7,ETNECIV,E,T,N,E,C,I,V,,,,,,,,,
SERAFIM,13,0.0203,,7,MIFARES,M,I,F,A,R,E,S,,,,,,,,,
NEIVA,13,0.0203,,5,AVIEN,A,V,I,E,N,,,,,,,,,,,
MASCARENHAS,13,0.0203,,11,SAHNERACSAM,S,A,H,N,E,R,A,C,S,A,M,,,,,
GIRAO,13,0.0203,,5,OARIG,O,A,R,I,G,,,,,,,,,,,
TOMAZ,13,0.0203,,5,ZAMOT,Z,A,M,O,T,,,,,,,,,,,
GIL,13,0.0203,,3,LIG,L,I,G,,,,,,,,,,,,,
MARTINEZ,13,0.0203,ES,8,ZENITRAM,Z,E,N,I,T,R,A,M,,,,,,,,
HORA,13,0.0203,,4,AROH,A,R,O,H,,,,,,,,,,,,
AZEREDO,13,0.0203,,7,ODEREZA,O,D,E,R,E,Z,A,,,,,,,,,
SABINO,13,0.0203,,6,ONIBAS,O,N,I,B,A,S,,,,,,,,,,
DELGADO,13,0.0203,,7,ODAGLED,O,D,A,G,L,E,D,,,,,,,,,
PENNA,13,0.0203,,5,ANNEP,A,N,N,E,P,,,,,,,,,,,
TEODORO,13,0.0203,,7,ORODOET,O,R,O,D,O,E,T,,,,,,,,,
CORTES,13,0.0203,,6,SETROC,S,E,T,R,O,C,,,,,,,,,,
BELO,13,0.0203,,4,OLEB,O,L,E,B,,,,,,,,,,,,
UCHOA,13,0.0203,,5,AOHCU,A,O,H,C,U,,,,,,,,,,,
AVELINO,12,0.0188,,7,ONILEVA,O,N,I,L,E,V,A,,,,,,,,,
FIRMINO,12,0.0188,,7,ONIMRIF,O,N,I,M,R,I,F,,,,,,,,,
BRITTO,12,0.0188,,6,OTTIRB,O,T,T,I,R,B,,,,,,,,,,
GURGEL,12,0.0188,,6,LEGRUG,L,E,G,R,U,G,,,,,,,,,,
FRAZAO,12,0.0188,,6,OAZARF,O,A,Z,A,R,F,,,,,,,,,,
GUSMAO,12,0.0188,,6,OAMSUG,O,A,M,S,U,G,,,,,,,,,,
VALENTIM,12,0.0188,,8,MITNELAV,M,I,T,N,E,L,A,V,,,,,,,,
VELLOSO,12,0.0188,,7,OSOLLEV,O,S,O,L,L,E,V,,,,,,,,,
CALAZANS,12,0.0188,,8,SNAZALAC,S,N,A,Z,A,L,A,C,,,,,,,,
REBOUCAS,12,0.0188,,8,SACUOBER,S,A,C,U,O,B,E,R,,,,,,,,
ATAIDE,12,0.0188,,6,EDIATA,E,D,I,A,T,A,,,,,,,,,,
BENEVIDES,12,0.0188,,9,SEDIVENEB,S,E,D,I,V,E,N,E,B,,,,,,,
GASPAR,12,0.0188,,6,RAPSAG,R,A,P,S,A,G,,,,,,,,,,
NEGREIROS,12,0.0188,,9,SORIERGEN,S,O,R,I,E,R,G,E,N,,,,,,,
MALAQUIAS,12,0.0188,,9,SAIUQALAM,S,A,I,U,Q,A,L,A,M,,,,,,,
PEDRO,12,0.0188,,5,ORDEP,O,R,D,E,P,,,,,,,,,,,
MUNHOZ,12,0.0188,,6,ZOHNUM,Z,O,H,N,U,M,,,,,,,,,,
CLEMENTE,12,0.0188,,8,ETNEMELC,E,T,N,E,M,E,L,C,,,,,,,,
LARA,12,0.0188,,4,ARAL,A,R,A,L,,,,,,,,,,,,
FONTENELE,12,0.0188,,9,ELENETNOF,E,L,E,N,E,T,N,O,F,,,,,,,
BERNARDINO,12,0.0188,,10,ONIDRANREB,O,N,I,D,R,A,N,R,E,B,,,,,,
MESSIAS,12,0.0188,,7,SAISSEM,S,A,I,S,S,E,M,,,,,,,,,
ASSUMPCAO,12,0.0188,,9,OACPMUSSA,O,A,C,P,M,U,S,S,A,,,,,,,
MARCELINO,12,0.0188,,9,ONILECRAM,O,N,I,L,E,C,R,A,M,,,,,,,
CORTEZ,12,0.0188,ES,6,ZETROC,Z,E,T,R,O,C,,,,,,,,,,
BITENCOURT,12,0.0188,,10,TRUOCNETIB,T,R,U,O,C,N,E,T,I,B,,,,,,
FIGUEREDO,11,0.0172,,9,ODEREUGIF,O,D,E,R,E,U,G,I,F,,,,,,,
BOAS,11,0.0172,,4,SAOB,S,A,O,B,,,,,,,,,,,,
SILVERIO,11,0.0172,,8,OIREVLIS,O,I,R,E,V,L,I,S,,,,,,,,
RUAS,11,0.0172,,4,SAUR,S,A,U,R,,,,,,,,,,,,
PESSANHA,11,0.0172,,8,AHNASSEP,A,H,N,A,S,S,E,P,,,,,,,,
REBELO,11,0.0172,,6,OLEBER,O,L,E,B,E,R,,,,,,,,,,
ALVAREZ,11,0.0172,ES,7,ZERAVLA,Z,E,R,A,V,L,A,,,,,,,,,
BASILIO,11,0.0172,,7,OILISAB,O,I,L,I,S,A,B,,,,,,,,,
MODESTO,11,0.0172,,7,OTSEDOM,O,T,S,E,D,O,M,,,,,,,,,
GALDINO,11,0.0172,,7,ONIDLAG,O,N,I,D,L,A,G,,,,,,,,,
BELLO,11,0.0172,IT,5,OLLEB,O,L,L,E,B,,,,,,,,,,,
FILGUEIRA,11,0.0172,,9,ARIEUGLIF,A,R,I,E,U,G,L,I,F,,,,,,,
GABRIEL,11,0.0172,,7,LEIRBAG,L,E,I,R,B,A,G,,,,,,,,,
VIEGAS,11,0.0172,,6,SAGEIV,S,A,G,E,I,V,,,,,,,,,,
PEREZ,11,0.0172,ES,5,ZEREP,Z,E,R,E,P,,,,,,,,,,,
DIOGO,11,0.0172,,5,OGOID,O,G,O,I,D,,,,,,,,,,,
LAGES,11,0.0172,,5,SEGAL,S,E,G,A,L,,,,,,,,,,,
JARDIM,11,0.0172,,6,MIDRAJ,M,I,D,R,A,J,,,,,,,,,,
CARLOS,11,0.0172,,6,SOLRAC,S,O,L,R,A,C,,,,,,,,,,
HORTA,11,0.0172,,5,ATROH,A,T,R,O,H,,,,,,,,,,,
CALIXTO,11,0.0172,,7,OTXILAC,O,T,X,I,L,A,C,,,,,,,,,
MEIRELLES,11,0.0172,,9,SELLERIEM,S,E,L,L,E,R,I,E,M,,,,,,,
ADRIANO,11,0.0172,,7,ONAIRDA,O,N,A,I,R,D,A,,,,,,,,,
ESPINDOLA,10,0.0156,,9,ALODNIPSE,A,L,O,D,N,I,P,S,E,,,,,,,
DORNELLES,10,0.0156,,9,SELLENROD,S,E,L,L,E,N,R,O,D,,,,,,,
SEABRA,10,0.0156,,6,ARBAES,A,R,B,A,E,S,,,,,,,,,,
BRUNO,10,0.0156,,5,ONURB,O,N,U,R,B,,,,,,,,,,,
SCHMIDT,10,0.0156,,7,TDIMHCS,T,D,I,M,H,C,S,,,,,,,,,
CANTO,10,0.0156,,5,OTNAC,O,T,N,A,C,,,,,,,,,,,
ANGELO,10,0.0156,,6,OLEGNA,O,L,E,G,N,A,,,,,,,,,,
GAIA,10,0.0156,,4,AIAG,A,I,A,G,,,,,,,,,,,,
OSORIO,10,0.0156,,6,OIROSO,O,I,R,O,S,O,,,,,,,,,,
QUINTANILHA,10,0.0156,,11,AHLINATNIUQ,A,H,L,I,N,A,T,N,I,U,Q,,,,,
VALENCA,10,0.0156,,7,ACNELAV,A,C,N,E,L,A,V,,,,,,,,,
PADUA,10,0.0156,,5,AUDAP,A,U,D,A,P,,,,,,,,,,,
EDUARDO,10,0.0156,,7,ODRAUDE,O,D,R,A,U,D,E,,,,,,,,,
AYRES,10,0.0156,,5,SERYA,S,E,R,Y,A,,,,,,,,,,,
CAMILO,10,0.0156,,6,OLIMAC,O,L,I,M,A,C,,,,,,,,,,
WEBER,10,0.0156,,5,REBEW,R,E,B,E,W,,,,,,,,,,,
ANSELMO,10,0.0156,,7,OMLESNA,O,M,L,E,S,N,A,,,,,,,,,
PRATA,10,0.0156,,5,ATARP,A,T,A,R,P,,,,,,,,,,,
GUILHERME,10,0.0156,,9,EMREHLIUG,E,M,R,E,H,L,I,U,G,,,,,,,
FROTA,10,0.0156,,5,ATORF,A,T,O,R,F,,,,,,,,,,,
RUFINO,10,0.0156,,6,ONIFUR,O,N,I,F,U,R,,,,,,,,,,
DEUS,10,0.0156,,4,SUED,S,U,E,D,,,,,,,,,,,,
FEITOZA,10,0.0156,,7,AZOTIEF,A,Z,O,T,I,E,F,,,,,,,,,
VENANCIO,10,0.0156,,8,OICNANEV,O,I,C,N,A,N,E,V,,,,,,,,
BASSO,10,0.0156,,5,OSSAB,O,S,S,A,B,,,,,,,,,,,
THOMAZ,10,0.0156,,6,ZAMOHT,Z,A,M,O,H,T,,,,,,,,,,
NEPOMUCENO,10,0.0156,,10,ONECUMOPEN,O,N,E,C,U,M,O,P,E,N,,,,,,
QUARESMA,10,0.0156,,8,AMSERAUQ,A,M,S,E,R,A,U,Q,,,,,,,,
ESTRELA,10,0.0156,,7,ALERTSE,A,L,E,R,T,S,E,,,,,,,,,
COLARES,10,0.0156,,7,SERALOC,S,E,R,A,L,O,C,,,,,,,,,
RIBAS,10,0.0156,,5,SABIR,S,A,B,I,R,,,,,,,,,,,
LIMEIRA,10,0.0156,,7,ARIEMIL,A,R,I,E,M,I,L,,,,,,,,,
ROMEIRO,9,0.0141,,7,ORIEMOR,O,R,I,E,M,O,R,,,,,,,,,
CANTANHEDE,9,0.0141,,10,EDEHNATNAC,E,D,E,H,N,A,T,N,A,C,,,,,,
VASQUES,9,0.0141,,7,SEUQSAV,S,E,U,Q,S,A,V,,,,,,,,,
PRIMO,9,0.0141,,5,OMIRP,O,M,I,R,P,,,,,,,,,,,
VITAL,9,0.0141,,5,LATIV,L,A,T,I,V,,,,,,,,,,,
PRAZERES,9,0.0141,,8,SEREZARP,S,E,R,E,Z,A,R,P,,,,,,,,
PALMA,9,0.0141,,5,AMLAP,A,M,L,A,P,,,,,,,,,,,
GARCEZ,9,0.0141,ES,6,ZECRAG,Z,E,C,R,A,G,,,,,,,,,,
NETA,9,0.0141,,4,ATEN,A,T,E,N,,,,,,,,,,,,
JUNQUEIRA,9,0.0141,,9,ARIEUQNUJ,A,R,I,E,U,Q,N,U,J,,,,,,,
ROMERO,9,0.0141,,6,OREMOR,O,R,E,M,O,R,,,,,,,,,,
PATRIOTA,9,0.0141,,8,ATOIRTAP,A,T,O,I,R,T,A,P,,,,,,,,
BRAGANCA,9,0.0141,,8,ACNAGARB,A,C,N,A,G,A,R,B,,,,,,,,
BELTRAO,9,0.0141,,7,OARTLEB,O,A,R,T,L,E,B,,,,,,,,,
KLEIN,9,0.0141,,5,NIELK,N,I,E,L,K,,,,,,,,,,,
QUIRINO,9,0.0141,,7,ONIRIUQ,O,N,I,R,I,U,Q,,,,,,,,,
FERNANDEZ,9,0.0141,ES,9,ZEDNANREF,Z,E,D,N,A,N,R,E,F,,,,,,,
NERI,9,0.0141,,4,IREN,I,R,E,N,,,,,,,,,,,,
PORTUGAL,9,0.0141,,8,LAGUTROP,L,A,G,U,T,R,O,P,,,,,,,,
TRAJANO,9,0.0141,,7,ONAJART,O,N,A,J,A,R,T,,,,,,,,,
BATALHA,9,0.0141,,7,AHLATAB,A,H,L,A,T,A,B,,,,,,,,,
CINTRA,9,0.0141,,6,ARTNIC,A,R,T,N,I,C,,,,,,,,,,
ZEFERINO,9,0.0141,,8,ONIREFEZ,O,N,I,R,E,F,E,Z,,,,,,,,
SENNA,9,0.0141,,5,ANNES,A,N,N,E,S,,,,,,,,,,,
MARCAL,9,0.0141,,6,LACRAM,L,A,C,R,A,M,,,,,,,,,,
LAVOR,9,0.0141,,5,ROVAL,R,O,V,A,L,,,,,,,,,,,
CEZAR,9,0.0141,,5,RAZEC,R,A,Z,E,C,,,,,,,,,,,
SEVERO,9,0.0141,,6,OREVES,O,R,E,V,E,S,,,,,,,,,,
LINO,9,0.0141,,4,ONIL,O,N,I,L,,,,,,,,,,,,
MORALES,9,0.0141,,7,SELAROM,S,E,L,A,R,O,M,,,,,,,,,
MEDINA,9,0.0141,,6,ANIDEM,A,N,I,D,E,M,,,,,,,,,,
MALTA,9,0.0141,,5,ATLAM,A,T,L,A,M,,,,,,,,,,,
LUSTOSA,9,0.0141,,7,ASOTSUL,A,S,O,T,S,U,L,,,,,,,,,
DANIEL,9,0.0141,,6,LEINAD,L,E,I,N,A,D,,,,,,,,,,
CASSIANO,9,0.0141,,8,ONAISSAC,O,N,A,I,S,S,A,C,,,,,,,,
MAXIMO,9,0.0141,,6,OMIXAM,O,M,I,X,A,M,,,,,,,,,,
MARRA,9,0.0141,,5,ARRAM,A,R,R,A,M,,,,,,,,,,,
MAURICIO,9,0.0141,,8,OICIRUAM,O,I,C,I,R,U,A,M,,,,,,,,
ALBERTO,9,0.0141,,7,OTREBLA,O,T,R,E,B,L,A,,,,,,,,,
LOUZADA,9,0.0141,,7,ADAZUOL,A,D,A,Z,U,O,L,,,,,,,,,
SIMAS,9,0.0141,,5,SAMIS,S,A,M,I,S,,,,,,,,,,,
LANDIM,9,0.0141,,6,MIDNAL,M,I,D,N,A,L,,,,,,,,,,
VITORINO,9,0.0141,,8,ONIROTIV,O,N,I,R,O,T,I,V,,,,,,,,
XIMENES,8,0.0125,,7,SENEMIX,S,E,N,E,M,I,X,,,,,,,,,
AUGUSTO,8,0.0125,,7,OTSUGUA,O,T,S,U,G,U,A,,,,,,,,,
SABOIA,8,0.0125,,6,AIOBAS,A,I,O,B,A,S,,,,,,,,,,
ALVIM,8,0.0125,,5,MIVLA,M,I,V,L,A,,,,,,,,,,,
SEVERINO,8,0.0125,,8,ONIREVES,O,N,I,R,E,V,E,S,,,,,,,,
BALBINO,8,0.0125,,7,ONIBLAB,O,N,I,B,L,A,B,,,,,,,,,
CUTRIM,8,0.0125,,6,MIRTUC,M,I,R,T,U,C,,,,,,,,,,
VITOR,8,0.0125,,5,ROTIV,R,O,T,I,V,,,,,,,,,,,
REGIS,8,0.0125,,5,SIGER,S,I,G,E,R,,,,,,,,,,,
ROBERTO,8,0.0125,,7,OTREBOR,O,T,R,E,B,O,R,,,,,,,,,
REBELLO,8,0.0125,IT,7,OLLEBER,O,L,L,E,B,E,R,,,,,,,,,
PAVAO,8,0.0125,,5,OAVAP,O,A,V,A,P,,,,,,,,,,,
SATO,8,0.0125,,4,OTAS,O,T,A,S,,,,,,,,,,,,
BIANCHI,8,0.0125,,7,IHCNAIB,I,H,C,N,A,I,B,,,,,,,,,
JERONIMO,8,0.0125,,8,OMINOREJ,O,M,I,N,O,R,E,J,,,,,,,,
GALINDO,8,0.0125,,7,ODNILAG,O,D,N,I,L,A,G,,,,,,,,,
SCHMITT,8,0.0125,,7,TTIMHCS,T,T,I,M,H,C,S,,,,,,,,,
LYRA,8,0.0125,,4,ARYL,A,R,Y,L,,,,,,,,,,,,
RITA,8,0.0125,,4,ATIR,A,T,I,R,,,,,,,,,,,,
MARCONDES,8,0.0125,,9,SEDNOCRAM,S,E,D,N,O,C,R,A,M,,,,,,,
CAMELO,8,0.0125,,6,OLEMAC,O,L,E,M,A,C,,,,,,,,,,
AMBROSIO,8,0.0125,,8,OISORBMA,O,I,S,O,R,B,M,A,,,,,,,,
LEANDRO,8,0.0125,,7,ORDNAEL,O,R,D,N,A,E,L,,,,,,,,,
PONTE,8,0.0125,,5,ETNOP,E,T,N,O,P,,,,,,,,,,,
FILHA,8,0.0125,,5,AHLIF,A,H,L,I,F,,,,,,,,,,,
ROMAO,8,0.0125,,5,OAMOR,O,A,M,O,R,,,,,,,,,,,
NONATO,8,0.0125,,6,OTANON,O,T,A,N,O,N,,,,,,,,,,
SALOMAO,8,0.0125,,7,OAMOLAS,O,A,M,O,L,A,S,,,,,,,,,
COTRIM,8,0.0125,,6,MIRTOC,M,I,R,T,O,C,,,,,,,,,,
BONIFACIO,8,0.0125,,9,OICAFINOB,O,I,C,A,F,I,N,O,B,,,,,,,
PICANCO,8,0.0125,,7,OCNACIP,O,C,N,A,C,I,P,,,,,,,,,
NAVES,8,0.0125,,5,SEVAN,S,E,V,A,N,,,,,,,,,,,
RICARDO,8,0.0125,,7,ODRACIR,O,D,R,A,C,I,R,,,,,,,,,
GOMIDE,8,0.0125,,6,EDIMOG,E,D,I,M,O,G,,,,,,,,,,
AVELAR,8,0.0125,,6,RALEVA,R,A,L,E,V,A,,,,,,,,,,
SACRAMENTO,8,0.0125,,10,OTNEMARCAS,O,T,N,E,M,A,R,C,A,S,,,,,,
CRESPO,8,0.0125,,6,OPSERC,O,P,S,E,R,C,,,,,,,,,,
SIMON,8,0.0125,,5,NOMIS,N,O,M,I,S,,,,,,,,,,,
MAFRA,8,0.0125,,5,ARFAM,A,R,F,A,M,,,,,,,,,,,
LOIOLA,8,0.0125,,6,ALOIOL,A,L,O,I,O,L,,,,,,,,,,
BARBIERI,8,0.0125,IT,8,IREIBRAB,I,R,E,I,B,R,A,B,,,,,,,,
ALVARES,8,0.0125,,7,SERAVLA,S,E,R,A,V,L,A,,,,,,,,,
BESERRA,8,0.0125,,7,ARRESEB,A,R,R,E,S,E,B,,,,,,,,,
FILGUEIRAS,8,0.0125,,10,SARIEUGLIF,S,A,R,I,E,U,G,L,I,F,,,,,,
CONDE,8,0.0125,,5,EDNOC,E,D,N,O,C,,,,,,,,,,,
ADAO,8,0.0125,,4,OADA,O,A,D,A,,,,,,,,,,,,
PALMEIRA,7,0.0110,,8,ARIEMLAP,A,R,I,E,M,L,A,P,,,,,,,,
BENTES,7,0.0110,,6,SETNEB,S,E,T,N,E,B,,,,,,,,,,
RUSSO,7,0.0110,,5,OSSUR,O,S,S,U,R,,,,,,,,,,,
GUERREIRO,7,0.0110,,9,ORIERREUG,O,R,I,E,R,R,E,U,G,,,,,,,
CARRIJO,7,0.0110,,7,OJIRRAC,O,J,I,R,R,A,C,,,,,,,,,
MONTES,7,0.0110,,6,SETNOM,S,E,T,N,O,M,,,,,,,,,,
HOFFMANN,7,0.0110,DE,8,NNAMFFOH,N,N,A,M,F,F,O,H,,,,,,,,
LEMES,7,0.0110,,5,SEMEL,S,E,M,E,L,,,,,,,,,,,
QUEIROS,7,0.0110,,7,SORIEUQ,S,O,R,I,E,U,Q,,,,,,,,,
CARREIRO,7,0.0110,,8,ORIERRAC,O,R,I,E,R,R,A,C,,,,,,,,
SORIANO,7,0.0110,,7,ONAIROS,O,N,A,I,R,O,S,,,,,,,,,
FRAGOSO,7,0.0110,,7,OSOGARF,O,S,O,G,A,R,F,,,,,,,,,
SMITH,7,0.0110,,5,HTIMS,H,T,I,M,S,,,,,,,,,,,
BARROZO,7,0.0110,,7,OZORRAB,O,Z,O,R,R,A,B,,,,,,,,,
GUALBERTO,7,0.0110,,9,OTREBLAUG,O,T,R,E,B,L,A,U,G,,,,,,,
VALADARES,7,0.0110,,9,SERADALAV,S,E,R,A,D,A,L,A,V,,,,,,,
GUTIERREZ,7,0.0110,ES,9,ZERREITUG,Z,E,R,R,E,I,T,U,G,,,,,,,
SILVESTRE,7,0.0110,,9,ERTSEVLIS,E,R,T,S,E,V,L,I,S,,,,,,,
LIBORIO,7,0.0110,,7,OIROBIL,O,I,R,O,B,I,L,,,,,,,,,
BARREIRA,7,0.0110,,8,ARIERRAB,A,R,I,E,R,R,A,B,,,,,,,,
BIANCO,7,0.0110,,6,OCNAIB,O,C,N,A,I,B,,,,,,,,,,
BARATA,7,0.0110,,6,ATARAB,A,T,A,R,A,B,,,,,,,,,,
FONTANA,7,0.0110,,7,ANATNOF,A,N,A,T,N,O,F,,,,,,,,,
VITORIA,7,0.0110,,7,AIROTIV,A,I,R,O,T,I,V,,,,,,,,,
TENORIO,7,0.0110,,7,OIRONET,O,I,R,O,N,E,T,,,,,,,,,
NAVARRO,7,0.0110,,7,ORRAVAN,O,R,R,A,V,A,N,,,,,,,,,
ROQUE,7,0.0110,,5,EUQOR,E,U,Q,O,R,,,,,,,,,,,
LONGO,7,0.0110,,5,OGNOL,O,G,N,O,L,,,,,,,,,,,
FELICIANO,7,0.0110,,9,ONAICILEF,O,N,A,I,C,I,L,E,F,,,,,,,
FLOR,7,0.0110,,4,ROLF,R,O,L,F,,,,,,,,,,,,
RAIMUNDO,7,0.0110,,8,ODNUMIAR,O,D,N,U,M,I,A,R,,,,,,,,
ANDRE,7,0.0110,,5,ERDNA,E,R,D,N,A,,,,,,,,,,,
SOBREIRA,7,0.0110,,8,ARIERBOS,A,R,I,E,R,B,O,S,,,,,,,,
FEIJO,7,0.0110,,5,OJIEF,O,J,I,E,F,,,,,,,,,,,
RODRIGUEZ,7,0.0110,ES,9,ZEUGIRDOR,Z,E,U,G,I,R,D,O,R,,,,,,,
SEREJO,7,0.0110,,6,OJERES,O,J,E,R,E,S,,,,,,,,,,
LUCIO,7,0.0110,,5,OICUL,O,I,C,U,L,,,,,,,,,,,
BAIA,7,0.0110,,4,AIAB,A,I,A,B,,,,,,,,,,,,
VINHAS,7,0.0110,,6,SAHNIV,S,A,H,N,I,V,,,,,,,,,,
ACOSTA,7,0.0110,,6,ATSOCA,A,T,S,O,C,A,,,,,,,,,,
ORTEGA,7,0.0110,,6,AGETRO,A,G,E,T,R,O,,,,,,,,,,
TOME,7,0.0110,,4,EMOT,E,M,O,T,,,,,,,,,,,,
GERALDO,7,0.0110,,7,ODLAREG,O,D,L,A,R,E,G,,,,,,,,,
FLORENTINO,7,0.0110,,10,ONITNEROLF,O,N,I,T,N,E,R,O,L,F,,,,,,
MATEUS,7,0.0110,,6,SUETAM,S,U,E,T,A,M,,,,,,,,,,
BACELAR,7,0.0110,,7,RALECAB,R,A,L,E,C,A,B,,,,,,,,,
MATHIAS,7,0.0110,,7,SAIHTAM,S,A,I,H,T,A,M,,,,,,,,,
PEQUENO,7,0.0110,,7,ONEUQEP,O,N,E,U,Q,E,P,,,,,,,,,
BRAUN,7,0.0110,,5,NUARB,N,U,A,R,B,,,,,,,,,,,
CIRILO,7,0.0110,,6,OLIRIC,O,L,I,R,I,C,,,,,,,,,,
VALERIO,7,0.0110,,7,OIRELAV,O,I,R,E,L,A,V,,,,,,,,,
SANDES,7,0.0110,,6,SEDNAS,S,E,D,N,A,S,,,,,,,,,,
HONORATO,7,0.0110,,8,OTARONOH,O,T,A,R,O,N,O,H,,,,,,,,
